,label,category,sim_bow,walks_bow,walks_skp,fingers_bow
470,European_fire_salamander,animal,"[('stenella', 0.85), ('danio', 0.84), ('attenuata', 0.83), ('parsley', 0.83)]","[('poplar', 0.7), ('cayenne', 0.68), ('walnut', 0.67), ('beech', 0.65)]","[('vine', 0.63), ('bushes', 0.63), ('leaved', 0.62), ('grasshoppers', 0.62)]","[('clays', 0.7), ('opal', 0.7), ('enamel', 0.7), ('walnut', 0.69)]"
471,common_newt,animal,"[('gingrich', 0.84), ('gorgonzola', 0.81), ('cockatoo', 0.81), ('cypriniformes', 0.81)]","[('suckers', 0.68), ('smeared', 0.68), ('sneaks', 0.68), ('bayou', 0.68)]","[('selhurst', 0.67), ('norville', 0.67), ('highwaymen', 0.66), ('goody', 0.66)]","[('teflon', 0.75), ('plunger', 0.7), ('scallop', 0.7), ('straws', 0.7)]"
472,eft,animal,"[('gingrich', 0.84), ('gorgonzola', 0.81), ('cockatoo', 0.81), ('cypriniformes', 0.81)]","[('suckers', 0.68), ('smeared', 0.68), ('sneaks', 0.68), ('bayou', 0.68)]","[('selhurst', 0.67), ('norville', 0.67), ('highwaymen', 0.66), ('goody', 0.66)]","[('teflon', 0.75), ('plunger', 0.7), ('scallop', 0.7), ('straws', 0.7)]"
473,spotted_salamander,animal,"[('stenella', 0.85), ('danio', 0.84), ('attenuata', 0.83), ('parsley', 0.83)]","[('poplar', 0.7), ('cayenne', 0.68), ('walnut', 0.67), ('beech', 0.65)]","[('vine', 0.63), ('bushes', 0.63), ('leaved', 0.62), ('grasshoppers', 0.62)]","[('clays', 0.7), ('opal', 0.7), ('enamel', 0.7), ('walnut', 0.69)]"
474,axolotl,animal,"[('stenella', 0.85), ('danio', 0.84), ('attenuata', 0.83), ('parsley', 0.83)]","[('poplar', 0.7), ('cayenne', 0.68), ('walnut', 0.67), ('beech', 0.65)]","[('vine', 0.63), ('bushes', 0.63), ('leaved', 0.62), ('grasshoppers', 0.62)]","[('clays', 0.7), ('opal', 0.7), ('enamel', 0.7), ('walnut', 0.69)]"
475,bullfrog,animal,"[('stenella', 0.85), ('danio', 0.84), ('attenuata', 0.83), ('parsley', 0.83)]","[('poplar', 0.7), ('cayenne', 0.68), ('walnut', 0.67), ('beech', 0.65)]","[('vine', 0.63), ('bushes', 0.63), ('leaved', 0.62), ('grasshoppers', 0.62)]","[('clays', 0.7), ('opal', 0.7), ('enamel', 0.7), ('walnut', 0.69)]"
476,tree_frog,animal,"[('shark', 0.81), ('goose', 0.77), ('rabbit', 0.77), ('crab', 0.77)]","[('bouncing', 0.67), ('moonlight', 0.67), ('leaping', 0.66), ('minnie', 0.66)]","[('cages', 0.65), ('flea', 0.64), ('beanstalk', 0.64), ('shuffles', 0.63)]","[('hook', 0.74), ('padded', 0.73), ('flashing', 0.72), ('shark', 0.71)]"
477,tailed_frog,animal,"[('shark', 0.81), ('goose', 0.77), ('rabbit', 0.77), ('crab', 0.77)]","[('bouncing', 0.67), ('moonlight', 0.67), ('leaping', 0.66), ('minnie', 0.66)]","[('cages', 0.65), ('flea', 0.64), ('beanstalk', 0.64), ('shuffles', 0.63)]","[('hook', 0.74), ('padded', 0.73), ('flashing', 0.72), ('shark', 0.71)]"
478,whistle,object,"[('paw', 0.71), ('shit', 0.71), ('pants', 0.71), ('nail', 0.71)]","[('bouncing', 0.72), ('picks', 0.7), ('pulls', 0.7), ('blows', 0.68)]","[('dominos', 0.69), ('pops', 0.68), ('bouncing', 0.66), ('snare', 0.66)]","[('padded', 0.76), ('hook', 0.76), ('pedal', 0.71), ('bouncing', 0.7)]"
479,wing,object,"[('wingers', 0.75), ('leaning', 0.7), ('flank', 0.65), ('hander', 0.63)]","[('wingers', 0.6), ('flank', 0.58), ('leaning', 0.58), ('left', 0.58)]","[('swung', 0.57), ('left', 0.56), ('leaning', 0.56), ('fielders', 0.52)]","[('arm', 0.62), ('flank', 0.61), ('clockwise', 0.61), ('mounted', 0.61)]"
480,hand_blower,object,"[('punching', 0.79), ('tsuka', 0.74), ('bowstring', 0.73), ('slider', 0.73)]","[('hooking', 0.74), ('punching', 0.73), ('fingerboard', 0.71), ('ropes', 0.71)]","[('punching', 0.78), ('shuffles', 0.77), ('uppercut', 0.77), ('sprockets', 0.77)]","[('punching', 0.76), ('padded', 0.75), ('hammers', 0.74), ('fingerboard', 0.74)]"
481,oxygen_mask,object,"[('dye', 0.82), ('coating', 0.82), ('pigment', 0.81), ('chlorine', 0.8)]","[('bubbles', 0.8), ('urine', 0.8), ('smoke', 0.77), ('sugars', 0.77)]","[('deoxygenated', 0.74), ('squeezing', 0.73), ('flashlight', 0.73), ('ignites', 0.73)]","[('coating', 0.84), ('dye', 0.83), ('propellant', 0.82), ('powder', 0.82)]"
482,loudspeaker,object,"[('hitchhiking', 0.76), ('grist', 0.75), ('eeprom', 0.75), ('vpn', 0.74)]","[('hooking', 0.7), ('fingerboard', 0.69), ('accumulates', 0.68), ('injects', 0.68)]","[('pegs', 0.69), ('tumbling', 0.68), ('inwards', 0.68), ('looped', 0.66)]","[('fingerboard', 0.74), ('fins', 0.74), ('pickups', 0.72), ('curd', 0.72)]"
483,microphone,object,"[('setup', 0.76), ('camera', 0.76), ('tape', 0.75), ('button', 0.75)]","[('sliding', 0.69), ('lifts', 0.69), ('pulls', 0.68), ('bouncing', 0.68)]","[('bouncing', 0.67), ('looped', 0.66), ('loudspeakers', 0.64), ('popped', 0.64)]","[('pedal', 0.77), ('pedals', 0.74), ('wire', 0.73), ('shaft', 0.73)]"
484,screen,object,"[('camera', 0.79), ('disc', 0.72), ('tape', 0.71), ('blade', 0.68)]","[('sliding', 0.65), ('shots', 0.63), ('rolled', 0.62), ('pulls', 0.62)]","[('sideline', 0.61), ('clicking', 0.59), ('screens', 0.59), ('thru', 0.59)]","[('buttons', 0.7), ('shaft', 0.69), ('pedals', 0.68), ('scrolling', 0.68)]"
485,mouse,object,"[('buttons', 0.72), ('keyboard', 0.71), ('monochrome', 0.71), ('hack', 0.71)]","[('buttons', 0.66), ('hack', 0.65), ('sliding', 0.65), ('presses', 0.64)]","[('cursor', 0.6), ('clicking', 0.58), ('crawling', 0.58), ('wrist', 0.58)]","[('pedal', 0.75), ('buttons', 0.75), ('hook', 0.73), ('pedals', 0.71)]"
486,electric_fan,object,"[('disc', 0.63), ('jockey', 0.59), ('electro', 0.59), ('promotional', 0.59)]","[('garage', 0.57), ('disc', 0.57), ('microphone', 0.57), ('acoustic', 0.57)]","[('looped', 0.64), ('ladyland', 0.64), ('dixieland', 0.64), ('remixing', 0.63)]","[('pickup', 0.69), ('acoustic', 0.66), ('electro', 0.65), ('resonator', 0.65)]"
487,oil_filter,object,"[('electrolyte', 0.76), ('thermal', 0.76), ('solvent', 0.75), ('fibre', 0.75)]","[('electrodes', 0.74), ('mash', 0.71), ('drilling', 0.7), ('cooling', 0.7)]","[('float', 0.68), ('nutrient', 0.67), ('roasting', 0.67), ('soak', 0.66)]","[('exhaust', 0.78), ('electrolyte', 0.78), ('folding', 0.77), ('fibre', 0.77)]"
488,space_heater,object,"[('torus', 0.72), ('boosters', 0.72), ('probes', 0.72), ('intermembrane', 0.71)]","[('beams', 0.72), ('accumulates', 0.7), ('lifts', 0.69), ('hoses', 0.69)]","[('shutter', 0.75), ('photosphere', 0.74), ('subsonic', 0.73), ('radiates', 0.73)]","[('beams', 0.79), ('folding', 0.76), ('propellant', 0.75), ('spindle', 0.75)]"
489,stove,object,"[('toilets', 0.75), ('tub', 0.75), ('butts', 0.75), ('flakes', 0.74)]","[('dries', 0.67), ('cracked', 0.67), ('piled', 0.67), ('catches', 0.67)]","[('cages', 0.66), ('pours', 0.65), ('rips', 0.64), ('shuffles', 0.64)]","[('padded', 0.77), ('sticky', 0.71), ('soaked', 0.71), ('straps', 0.71)]"
490,guillotine,object,"[('margherita', 0.71), ('grete', 0.71), ('torquato', 0.7), ('marat', 0.7)]","[('snuck', 0.64), ('rushes', 0.64), ('seeps', 0.63), ('smeared', 0.62)]","[('sundown', 0.65), ('vevey', 0.64), ('rips', 0.64), ('slipped', 0.63)]","[('ankle', 0.66), ('buttocks', 0.65), ('padded', 0.65), ('fingerboard', 0.64)]"
491,barometer,object,"[('winch', 0.68), ('absorbent', 0.68), ('anemometer', 0.67), ('laterally', 0.67)]","[('fingerboard', 0.68), ('bouncing', 0.67), ('parked', 0.65), ('somersault', 0.65)]","[('adjusts', 0.72), ('shutter', 0.69), ('piste', 0.69), ('uprights', 0.69)]","[('resonator', 0.72), ('shaft', 0.72), ('fins', 0.71), ('muzzle', 0.7)]"
492,rule,object,"[('monarchy', 0.7), ('succession', 0.64), ('sovereignty', 0.62), ('monarch', 0.62)]","[('pushed', 0.51), ('handing', 0.5), ('passing', 0.5), ('breaks', 0.49)]","[('moves', 0.59), ('reverses', 0.56), ('bounds', 0.55), ('diverge', 0.55)]","[('tail', 0.51), ('airflow', 0.51), ('bases', 0.5), ('vertical', 0.5)]"
493,odometer,object,"[('dbv', 0.82), ('drawbar', 0.82), ('gomera', 0.82), ('kashi', 0.81)]","[('smeared', 0.75), ('plugging', 0.7), ('degrades', 0.69), ('somersault', 0.69)]","[('blanking', 0.74), ('plugging', 0.74), ('oscillate', 0.73), ('skywave', 0.73)]","[('superconductor', 0.74), ('tunable', 0.74), ('ignites', 0.73), ('clipped', 0.73)]"
494,scale,object,"[('scales', 0.61), ('quantities', 0.57), ('impact', 0.56), ('mohs', 0.55)]","[('scales', 0.58), ('timescales', 0.55), ('shifts', 0.54), ('distances', 0.52)]","[('semitone', 0.6), ('intervals', 0.59), ('scales', 0.58), ('slowing', 0.57)]","[('scales', 0.61), ('folding', 0.61), ('bearings', 0.61), ('loads', 0.6)]"
495,analog_clock,object,"[('amplifier', 0.78), ('signal', 0.77), ('modems', 0.77), ('controller', 0.77)]","[('modems', 0.71), ('modulated', 0.71), ('playback', 0.71), ('switches', 0.7)]","[('loudspeakers', 0.71), ('slot', 0.71), ('synchronization', 0.7), ('mixer', 0.69)]","[('sensor', 0.8), ('pulse', 0.78), ('overhead', 0.77), ('ccd', 0.77)]"
496,digital_clock,object,"[('cpu', 0.74), ('analog', 0.73), ('modems', 0.73), ('playback', 0.72)]","[('modems', 0.69), ('playback', 0.69), ('slot', 0.68), ('modulated', 0.68)]","[('synchronization', 0.71), ('slot', 0.7), ('loudspeakers', 0.7), ('lineups', 0.69)]","[('sensor', 0.77), ('modulation', 0.77), ('ccd', 0.76), ('pulse', 0.75)]"
497,wall_clock,object,"[('roof', 0.65), ('grid', 0.65), ('ceiling', 0.64), ('door', 0.62)]","[('walking', 0.68), ('sliding', 0.66), ('ceiling', 0.65), ('spinning', 0.63)]","[('winding', 0.66), ('walkway', 0.65), ('checkpoint', 0.63), ('angled', 0.63)]","[('shaft', 0.73), ('tube', 0.7), ('ceiling', 0.7), ('roof', 0.7)]"
498,hourglass,object,"[('outstretched', 0.84), ('silken', 0.81), ('iridescent', 0.8), ('prune', 0.8)]","[('smeared', 0.69), ('hopped', 0.68), ('diffuses', 0.68), ('combed', 0.68)]","[('snaps', 0.71), ('umbilicus', 0.71), ('piste', 0.71), ('climbs', 0.71)]","[('teflon', 0.75), ('padded', 0.73), ('lengthwise', 0.73), ('straps', 0.72)]"
499,sundial,object,"[('ryerson', 0.8), ('lakeview', 0.79), ('coquitlam', 0.78), ('tsuen', 0.77)]","[('snuck', 0.67), ('dries', 0.67), ('bisecting', 0.67), ('empties', 0.66)]","[('equinoctial', 0.7), ('midpoint', 0.69), ('solstices', 0.69), ('circling', 0.68)]","[('teflon', 0.72), ('fingerboard', 0.71), ('superconductor', 0.71), ('plunger', 0.7)]"
500,parking_meter,object,"[('wire', 0.69), ('mile', 0.68), ('metre', 0.68), ('runway', 0.67)]","[('walking', 0.65), ('lifts', 0.65), ('ramps', 0.64), ('walkway', 0.64)]","[('piste', 0.68), ('commuting', 0.68), ('shuttles', 0.67), ('cages', 0.67)]","[('wire', 0.72), ('shaft', 0.71), ('underneath', 0.7), ('trunk', 0.7)]"
501,stopwatch,object,"[('fanshawe', 0.83), ('lifelike', 0.83), ('womack', 0.82), ('jeunet', 0.82)]","[('facemask', 0.71), ('snuck', 0.7), ('puddle', 0.69), ('wakko', 0.69)]","[('sideline', 0.74), ('piste', 0.73), ('shuffles', 0.72), ('kickoffs', 0.71)]","[('hammers', 0.77), ('teflon', 0.74), ('bulbous', 0.73), ('rifled', 0.72)]"
502,digital_watch,object,"[('streaming', 0.72), ('video', 0.71), ('monitors', 0.68), ('wired', 0.68)]","[('wired', 0.65), ('streaming', 0.64), ('cameras', 0.63), ('broadcasts', 0.62)]","[('lineups', 0.72), ('podcast', 0.71), ('nightly', 0.71), ('camcorders', 0.7)]","[('cameras', 0.76), ('monitors', 0.66), ('screens', 0.66), ('camera', 0.66)]"
503,stethoscope,object,"[('auscultation', 0.84), ('friedel', 0.78), ('ibuprofen', 0.78), ('tribromide', 0.78)]","[('actuators', 0.68), ('commuting', 0.66), ('stitching', 0.66), ('knobs', 0.66)]","[('vertebral', 0.73), ('workout', 0.7), ('stunting', 0.7), ('backpacking', 0.7)]","[('sonar', 0.74), ('epoxy', 0.74), ('hammers', 0.73), ('tunable', 0.72)]"
504,syringe,object,"[('heater', 0.81), ('refrigerant', 0.8), ('glaze', 0.79), ('ferrite', 0.79)]","[('hooking', 0.76), ('dipped', 0.74), ('leaping', 0.73), ('ramps', 0.73)]","[('tripping', 0.75), ('ducts', 0.74), ('tumbling', 0.72), ('capillary', 0.72)]","[('padded', 0.76), ('conical', 0.76), ('folding', 0.76), ('crankshaft', 0.76)]"
505,magnetic_compass,object,"[('transverse', 0.78), ('rotating', 0.78), ('deflection', 0.77), ('dipole', 0.77)]","[('transverse', 0.76), ('rotating', 0.76), ('curved', 0.75), ('counterclockwise', 0.73)]","[('vortex', 0.74), ('rotating', 0.74), ('twisting', 0.73), ('transverse', 0.73)]","[('conical', 0.8), ('curved', 0.79), ('cylindrical', 0.79), ('transverse', 0.79)]"
506,binoculars,object,"[('scanner', 0.74), ('syringe', 0.73), ('harshness', 0.73), ('heater', 0.72)]","[('slides', 0.71), ('ramps', 0.7), ('lifts', 0.7), ('bouncing', 0.7)]","[('bouncing', 0.72), ('circling', 0.72), ('tangential', 0.71), ('slides', 0.71)]","[('fins', 0.75), ('conical', 0.74), ('beams', 0.73), ('crankshaft', 0.71)]"
507,projector,object,"[('projectors', 0.85), ('quicktime', 0.82), ('photoshop', 0.79), ('screenshots', 0.79)]","[('slides', 0.68), ('lifts', 0.68), ('recorders', 0.68), ('nonstop', 0.66)]","[('slides', 0.68), ('vcd', 0.67), ('animations', 0.66), ('customizable', 0.66)]","[('scanner', 0.74), ('hammers', 0.73), ('fluke', 0.72), ('projectors', 0.71)]"
508,sunglasses,object,"[('mallet', 0.8), ('whipped', 0.79), ('padded', 0.78), ('strap', 0.78)]","[('bouncing', 0.73), ('fingerboard', 0.72), ('glued', 0.71), ('lined', 0.71)]","[('shuffles', 0.73), ('cages', 0.71), ('thumbs', 0.71), ('forehand', 0.71)]","[('padded', 0.81), ('hammers', 0.78), ('pads', 0.77), ('fingerboard', 0.77)]"
509,radio_telescope,object,"[('transmissions', 0.78), ('satellite', 0.76), ('microwave', 0.72), ('relay', 0.7)]","[('transmissions', 0.7), ('transmitters', 0.69), ('broadcasts', 0.66), ('longwave', 0.65)]","[('transmitters', 0.72), ('telescopes', 0.71), ('longwave', 0.7), ('satellite', 0.7)]","[('microwave', 0.74), ('infrared', 0.71), ('transmitter', 0.7), ('tube', 0.69)]"
510,bow,object,"[('rope', 0.85), ('neck', 0.85), ('knife', 0.83), ('mouthpiece', 0.82)]","[('sliding', 0.76), ('pulling', 0.76), ('locked', 0.74), ('neck', 0.74)]","[('waist', 0.71), ('shoulders', 0.68), ('knees', 0.67), ('thrower', 0.67)]","[('neck', 0.8), ('rope', 0.77), ('mouthpiece', 0.75), ('padded', 0.75)]"
511,cannon,object,"[('rifle', 0.82), ('torpedo', 0.81), ('guns', 0.79), ('dreadnought', 0.79)]","[('mounted', 0.7), ('firing', 0.7), ('pads', 0.69), ('blows', 0.68)]","[('shots', 0.67), ('angled', 0.63), ('hitting', 0.63), ('outs', 0.63)]","[('projectile', 0.74), ('muzzle', 0.74), ('mounted', 0.73), ('bolt', 0.73)]"
512,assault_rifle,object,"[('weapon', 0.82), ('gun', 0.8), ('rifles', 0.8), ('cannon', 0.79)]","[('firing', 0.81), ('wheeled', 0.76), ('mounted', 0.74), ('launchers', 0.74)]","[('sniper', 0.72), ('rifles', 0.72), ('ammunition', 0.72), ('tow', 0.71)]","[('firing', 0.8), ('ammunition', 0.79), ('cannon', 0.79), ('armored', 0.78)]"
513,rifle,object,"[('rifles', 0.85), ('guns', 0.84), ('caliber', 0.84), ('cannon', 0.82)]","[('firing', 0.7), ('launchers', 0.68), ('wheeled', 0.66), ('trucks', 0.66)]","[('shots', 0.62), ('ammunition', 0.62), ('outs', 0.62), ('elbow', 0.61)]","[('launchers', 0.74), ('ammunition', 0.74), ('cannon', 0.73), ('wheels', 0.72)]"
514,projectile,object,"[('propellant', 0.84), ('muzzle', 0.84), ('piston', 0.84), ('propeller', 0.82)]","[('sliding', 0.74), ('bouncing', 0.73), ('lifts', 0.73), ('burst', 0.73)]","[('angled', 0.71), ('bouncing', 0.71), ('shuttlecock', 0.71), ('bounces', 0.69)]","[('muzzle', 0.79), ('piston', 0.77), ('shaft', 0.77), ('propellant', 0.76)]"
515,computer_keyboard,object,"[('graphics', 0.78), ('controller', 0.77), ('chip', 0.77), ('console', 0.77)]","[('controllers', 0.71), ('switches', 0.71), ('joysticks', 0.71), ('recorder', 0.69)]","[('qwerty', 0.74), ('chording', 0.73), ('gkos', 0.72), ('sequencer', 0.72)]","[('chip', 0.77), ('recorder', 0.76), ('joystick', 0.76), ('joysticks', 0.75)]"
516,typewriter_keyboard,object,"[('chip', 0.81), ('synthesizer', 0.8), ('motherboard', 0.8), ('cassette', 0.8)]","[('recorder', 0.75), ('presses', 0.74), ('keyboards', 0.74), ('buttons', 0.73)]","[('qwerty', 0.79), ('chording', 0.77), ('punched', 0.75), ('gkos', 0.75)]","[('tremolo', 0.8), ('pedal', 0.79), ('pickups', 0.79), ('recorder', 0.79)]"
517,lighter,object,"[('heavier', 0.91), ('thinner', 0.91), ('thicker', 0.89), ('louder', 0.84)]","[('thinner', 0.71), ('thicker', 0.69), ('softer', 0.66), ('heavier', 0.64)]","[('thinner', 0.66), ('softer', 0.64), ('thicker', 0.64), ('handlebars', 0.63)]","[('thinner', 0.77), ('fins', 0.71), ('heavier', 0.7), ('thicker', 0.7)]"
518,abacus,object,"[('abjad', 0.72), ('alphabetic', 0.68), ('abugida', 0.65), ('applet', 0.64)]","[('slides', 0.57), ('flatten', 0.56), ('embedded', 0.56), ('inserts', 0.55)]","[('tables', 0.6), ('bookshelf', 0.58), ('soroban', 0.57), ('bead', 0.54)]","[('pickups', 0.65), ('folding', 0.64), ('locking', 0.63), ('glazed', 0.63)]"
519,cash_machine,object,"[('tape', 0.67), ('chips', 0.65), ('chip', 0.63), ('cassette', 0.63)]","[('tape', 0.67), ('punched', 0.65), ('tapes', 0.63), ('presses', 0.63)]","[('speeding', 0.66), ('lps', 0.65), ('sequencer', 0.65), ('relaying', 0.65)]","[('loading', 0.71), ('recorder', 0.71), ('tape', 0.7), ('cartridge', 0.7)]"
520,slide_rule,object,"[('thumb', 0.66), ('push', 0.59), ('reverse', 0.58), ('looping', 0.58)]","[('sliding', 0.68), ('slip', 0.66), ('pulling', 0.66), ('pull', 0.65)]","[('slip', 0.72), ('declarer', 0.71), ('dribble', 0.71), ('sidespin', 0.7)]","[('sliding', 0.68), ('valve', 0.67), ('rope', 0.67), ('mouthpiece', 0.67)]"
521,desktop_computer,object,"[('console', 0.81), ('computers', 0.8), ('graphical', 0.8), ('hardware', 0.8)]","[('bios', 0.74), ('computers', 0.74), ('embedded', 0.74), ('pcs', 0.73)]","[('workstations', 0.75), ('pdas', 0.75), ('desktops', 0.75), ('hardware', 0.74)]","[('joysticks', 0.77), ('portable', 0.77), ('bios', 0.77), ('hardware', 0.76)]"
522,hand-held_computer,object,"[('computers', 0.73), ('computing', 0.71), ('programmer', 0.69), ('console', 0.67)]","[('embedded', 0.58), ('booting', 0.57), ('computers', 0.57), ('controllers', 0.55)]","[('hobbyist', 0.58), ('recreations', 0.58), ('lineups', 0.58), ('sorting', 0.57)]","[('joysticks', 0.65), ('scanner', 0.65), ('recorder', 0.64), ('ccd', 0.63)]"
523,notebook,object,"[('printer', 0.69), ('typewriter', 0.65), ('signature', 0.65), ('tex', 0.65)]","[('inserts', 0.62), ('presses', 0.6), ('booting', 0.57), ('booted', 0.55)]","[('punched', 0.64), ('fido', 0.63), ('presses', 0.62), ('pasting', 0.62)]","[('pickups', 0.66), ('recorder', 0.65), ('keyboard', 0.64), ('scanner', 0.64)]"
524,web_site,object,"[('website', 0.78), ('wiki', 0.77), ('portal', 0.77), ('forums', 0.75)]","[('forums', 0.7), ('sites', 0.69), ('blog', 0.67), ('usenet', 0.66)]","[('webpage', 0.73), ('website', 0.72), ('sites', 0.71), ('page', 0.7)]","[('gopher', 0.64), ('browser', 0.63), ('sites', 0.62), ('browsers', 0.62)]"
525,harvester,object,"[('texaco', 0.68), ('guglielmo', 0.67), ('vail', 0.65), ('dupont', 0.65)]","[('slides', 0.57), ('crashed', 0.57), ('crashing', 0.57), ('veered', 0.56)]","[('shoppers', 0.68), ('fido', 0.67), ('biotech', 0.67), ('slides', 0.66)]","[('pickup', 0.64), ('transformer', 0.63), ('resonator', 0.62), ('electro', 0.62)]"
526,thresher,object,"[('walleye', 0.87), ('kul', 0.85), ('oncifelis', 0.85), ('neotropical', 0.85)]","[('weasels', 0.73), ('butts', 0.73), ('rooftops', 0.72), ('smeared', 0.72)]","[('rips', 0.72), ('veranda', 0.72), ('lifeguard', 0.71), ('defensemen', 0.7)]","[('grunting', 0.74), ('knobs', 0.74), ('pectoral', 0.73), ('butts', 0.72)]"
527,printer,object,"[('controller', 0.81), ('kit', 0.8), ('portable', 0.79), ('bios', 0.78)]","[('presses', 0.71), ('punched', 0.68), ('hack', 0.67), ('recorder', 0.67)]","[('punched', 0.61), ('shutter', 0.6), ('cursor', 0.6), ('timer', 0.6)]","[('pedal', 0.75), ('pickup', 0.74), ('recorder', 0.74), ('joystick', 0.72)]"
528,slot,object,"[('controller', 0.81), ('plug', 0.81), ('cartridge', 0.81), ('pin', 0.79)]","[('switches', 0.69), ('pad', 0.67), ('ramps', 0.66), ('pins', 0.66)]","[('slots', 0.64), ('stub', 0.63), ('outs', 0.62), ('bettors', 0.62)]","[('pad', 0.75), ('pin', 0.75), ('buttons', 0.74), ('pedal', 0.74)]"
529,vending_machine,object,"[('bombe', 0.74), ('fax', 0.73), ('laptop', 0.71), ('transceiver', 0.7)]","[('hooking', 0.71), ('punched', 0.7), ('powering', 0.7), ('presses', 0.69)]","[('aftermarket', 0.78), ('sequencers', 0.77), ('backups', 0.77), ('adapters', 0.77)]","[('propeller', 0.75), ('lightweight', 0.74), ('mechanically', 0.74), ('pedal', 0.73)]"
530,sewing_machine,object,"[('bombe', 0.72), ('printer', 0.7), ('transceiver', 0.68), ('vending', 0.67)]","[('hooking', 0.72), ('weaving', 0.71), ('powering', 0.68), ('punched', 0.68)]","[('scissors', 0.79), ('overbending', 0.76), ('shuffles', 0.75), ('embossing', 0.75)]","[('pedal', 0.76), ('pickups', 0.73), ('pedals', 0.73), ('hammers', 0.73)]"
531,joystick,object,"[('controller', 0.84), ('adapter', 0.82), ('connector', 0.81), ('gba', 0.81)]","[('pad', 0.71), ('lifts', 0.71), ('joysticks', 0.7), ('switches', 0.7)]","[('slot', 0.71), ('switches', 0.67), ('zooming', 0.67), ('timer', 0.67)]","[('pedal', 0.77), ('brakes', 0.74), ('pickup', 0.74), ('pickups', 0.74)]"
532,switch,object,"[('handle', 0.79), ('switching', 0.77), ('switches', 0.77), ('push', 0.72)]","[('switches', 0.71), ('bounce', 0.68), ('sliding', 0.66), ('push', 0.66)]","[('switches', 0.65), ('dribble', 0.64), ('slip', 0.63), ('stub', 0.63)]","[('switches', 0.73), ('folding', 0.72), ('loading', 0.71), ('pin', 0.71)]"
533,hook,object,"[('pants', 0.79), ('hat', 0.79), ('padded', 0.77), ('nose', 0.77)]","[('leaping', 0.72), ('fingerboard', 0.72), ('sliding', 0.71), ('pulls', 0.7)]","[('tee', 0.69), ('punt', 0.67), ('bouncing', 0.66), ('slip', 0.66)]","[('padded', 0.75), ('fingerboard', 0.74), ('pedal', 0.73), ('pads', 0.73)]"
534,car_wheel,object,"[('wheels', 0.8), ('truck', 0.77), ('cartridge', 0.76), ('rear', 0.75)]","[('wheels', 0.73), ('truck', 0.73), ('taxi', 0.72), ('basket', 0.72)]","[('bike', 0.75), ('bicycle', 0.73), ('gears', 0.71), ('wheels', 0.71)]","[('wheels', 0.81), ('shaft', 0.8), ('rear', 0.77), ('piston', 0.76)]"
535,potter's_wheel,object,"[('hammer', 0.74), ('rod', 0.67), ('wizard', 0.66), ('archer', 0.65)]","[('tying', 0.65), ('blows', 0.65), ('pulls', 0.64), ('finishes', 0.64)]","[('towel', 0.67), ('hoop', 0.67), ('souvenir', 0.67), ('recreates', 0.65)]","[('hook', 0.73), ('pedal', 0.7), ('hammers', 0.7), ('hammer', 0.7)]"
536,gas_pump,object,"[('turbine', 0.85), ('liquid', 0.83), ('propellant', 0.83), ('exhaust', 0.81)]","[('exhaust', 0.78), ('turbine', 0.76), ('pumps', 0.76), ('pumped', 0.76)]","[('pressurized', 0.76), ('vapour', 0.76), ('leaking', 0.76), ('heater', 0.75)]","[('exhaust', 0.83), ('propellant', 0.82), ('turbine', 0.82), ('vapour', 0.8)]"
537,carousel,object,"[('tonk', 0.81), ('parlor', 0.78), ('tchaikovsky', 0.78), ('honky', 0.78)]","[('sneaks', 0.65), ('westwood', 0.65), ('trey', 0.65), ('tacks', 0.65)]","[('glee', 0.72), ('gigs', 0.69), ('discos', 0.68), ('headlined', 0.68)]","[('jug', 0.72), ('padded', 0.7), ('fingerboard', 0.69), ('smashing', 0.69)]"
538,swing,object,"[('lindy', 0.68), ('slap', 0.67), ('rhythm', 0.66), ('drum', 0.66)]","[('moves', 0.65), ('sliding', 0.65), ('pulls', 0.64), ('kicking', 0.64)]","[('moves', 0.63), ('fielders', 0.63), ('blues', 0.62), ('paced', 0.61)]","[('hook', 0.69), ('fingerboard', 0.69), ('pads', 0.68), ('spinning', 0.68)]"
539,reel,object,"[('psp', 0.73), ('reels', 0.72), ('handlebars', 0.72), ('paddle', 0.71)]","[('lifts', 0.7), ('slides', 0.66), ('mixes', 0.63), ('logs', 0.63)]","[('ups', 0.66), ('looped', 0.66), ('cassettes', 0.65), ('vcd', 0.64)]","[('pads', 0.73), ('hammers', 0.73), ('lifts', 0.72), ('pedal', 0.71)]"
540,radiator,object,"[('dusky', 0.82), ('mantled', 0.81), ('greyish', 0.81), ('brownish', 0.81)]","[('bouncing', 0.76), ('fingerboard', 0.72), ('leaping', 0.71), ('pounding', 0.71)]","[('bouncing', 0.74), ('shuttlecock', 0.72), ('bounces', 0.72), ('tumbling', 0.71)]","[('padded', 0.76), ('fluke', 0.74), ('conical', 0.74), ('teflon', 0.73)]"
541,puck,object,"[('swinging', 0.78), ('goalie', 0.77), ('broom', 0.76), ('skates', 0.75)]","[('bouncing', 0.71), ('leaping', 0.71), ('kicking', 0.71), ('pulls', 0.71)]","[('kickoffs', 0.74), ('kicks', 0.71), ('punts', 0.71), ('kicking', 0.71)]","[('hook', 0.76), ('fingerboard', 0.74), ('padded', 0.74), ('underneath', 0.72)]"
